City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Vanavara,RU,60.34,102.2797,-5.39,91,99,4.45,overcast clouds
464,Sokolow Podlaski,PL,52.4068,22.2531,21.47,94,74,5.08,broken clouds
465,Hillsboro,US,45.5229,-122.9898,41.67,71,0,3.44,clear sky
466,Clarksdale,US,34.2001,-90.5709,31.91,86,20,0.0,few clouds
467,Sao Francisco Do Sul,BR,-26.2433,-48.6381,66.11,96,27,3.18,scattered clouds
468,Trairi,BR,-3.2778,-39.2689,78.66,75,24,12.28,few clouds
469,Pacific Grove,US,36.6177,-121.9166,52.66,53,0,6.91,clear sky
470,San Quintin,MX,30.4833,-115.95,60.24,48,98,1.07,overcast clouds
471,Nurota,UZ,40.5614,65.6886,55.4,64,100,11.25,overcast clouds
472,Norrtalje,SE,59.758,18.705,34.02,89,95,13.67,snow
473,Lucapa,AO,-8.4192,20.7447,71.46,86,99,3.04,overcast clouds
474,Kapuskasing,CA,49.4169,-82.4331,15.89,86,100,12.66,light snow
475,Mujiayingzi,CN,42.1167,118.7833,38.82,26,3,4.12,clear sky
476,Porbandar,IN,21.6422,69.6093,84.7,32,0,4.81,clear sky
477,Shelburne,CA,44.0787,-80.2041,19.85,82,87,13.76,overcast clouds
478,Marawi,PH,7.9986,124.2928,75.9,87,48,3.42,light rain
479,Arkhangelsk,RU,64.5401,40.5433,24.91,100,100,4.47,overcast clouds
480,Berezovyy,RU,51.6667,135.7,23.81,55,72,6.2,broken clouds
481,Kushima,JP,31.4583,131.2333,68.11,73,28,5.82,scattered clouds
482,Saint George,US,37.1041,-113.5841,37.99,38,0,4.61,clear sky
483,Ordzhonikidze,KZ,52.4411,61.7408,14.11,80,64,2.95,broken clouds
484,Yulara,AU,-25.2406,130.9889,83.64,18,55,10.04,broken clouds
485,Port Macquarie,AU,-31.4333,152.9167,85.89,32,37,12.24,scattered clouds
486,Marshall,US,34.3834,-86.3333,29.95,63,0,4.61,clear sky
487,Neustrelitz,DE,53.3667,13.0833,25.57,97,100,4.25,overcast clouds
488,Mehran,IR,33.1222,46.1646,73.2,23,0,0.89,clear sky
489,Pathein,MM,16.7833,94.7333,88.38,48,1,1.88,clear sky
490,Saint-Francois,FR,46.4154,3.9054,38.68,93,0,0.0,clear sky
491,Busayra,JO,30.7376,35.6078,60.04,50,97,8.05,overcast clouds
492,Kidal,ML,18.4411,1.4078,69.6,14,84,10.2,broken clouds
493,Kirakira,SB,-10.4544,161.9205,81.23,81,13,5.12,few clouds
494,Wilmington,US,34.2257,-77.9447,40.86,60,0,1.01,clear sky
495,Khandyga,RU,62.6667,135.6,-29.72,100,31,0.69,scattered clouds
496,Muyezerskiy,RU,63.9333,31.65,16.43,97,53,1.57,broken clouds
497,Skovorodino,RU,53.9833,123.9167,10.33,93,100,4.99,overcast clouds
498,Hohhot,CN,40.8106,111.6522,41.29,38,0,2.24,clear sky
499,Zhezkazgan,KZ,47.8043,67.7144,31.98,93,100,8.95,overcast clouds
500,Araripe,BR,-7.2125,-40.0461,71.8,55,100,4.38,overcast clouds
501,Laiyang,CN,36.9758,120.7136,52.2,66,100,13.22,overcast clouds
502,Bahia Blanca,AR,-38.7196,-62.2724,58.28,74,1,8.12,clear sky
503,Westport,US,41.1415,-73.3579,30.74,51,0,11.5,clear sky
504,Torbat-E Jam,IR,35.244,60.6225,59.65,34,0,3.91,clear sky
505,Broome,US,42.2506,-75.833,25.63,70,100,6.91,overcast clouds
506,Bairnsdale,AU,-37.8333,147.6167,51.06,72,82,4.0,light rain
507,Shevchenkove,UA,49.6959,37.1735,37.42,100,100,3.18,light rain
508,Quatre Cocos,MU,-20.2078,57.7625,82.51,62,1,11.1,clear sky
509,The Valley,AI,18.217,-63.0578,80.46,75,0,22.19,clear sky
510,Alice Springs,AU,-23.7,133.8833,76.55,22,40,14.97,scattered clouds
511,Krasnogvardeyskoye,RU,45.8456,41.5186,61.02,51,100,4.16,overcast clouds
512,Saldanha,ZA,-33.0117,17.9442,64.45,72,59,16.13,broken clouds
513,Selikhino,RU,50.3672,137.4996,21.81,74,43,15.35,scattered clouds
514,Juegang,CN,32.3174,121.1855,70.99,84,100,13.38,overcast clouds
515,Minsk,BY,53.9,27.5667,22.75,96,94,8.3,overcast clouds
516,San Vicente,AR,-26.6167,-54.1333,65.05,93,100,0.34,overcast clouds
517,Peniche,PT,39.3558,-9.3811,64.11,92,100,20.09,overcast clouds
518,Maroantsetra,MG,-15.4333,49.7333,86.61,55,0,3.96,clear sky
519,Saint-Louis,SN,16.3333,-15.0,67.64,17,38,9.1,scattered clouds
520,Linkou,CN,45.3,130.2833,28.85,43,0,10.16,clear sky
521,Leningradskiy,RU,69.3833,178.4167,-24.12,92,85,5.5,overcast clouds
522,Azul,AR,-36.777,-59.8585,49.69,90,38,12.1,scattered clouds
523,Tessalit,ML,20.1986,1.0114,64.18,18,95,10.4,overcast clouds
524,Cordele,US,31.9635,-83.7824,30.72,86,0,3.44,clear sky
525,Alta Floresta,BR,-9.8756,-56.0861,68.99,97,52,3.2,broken clouds
526,Kruisfontein,ZA,-34.0033,24.7314,71.26,42,10,5.68,clear sky
527,Roebourne,AU,-20.7833,117.1333,84.43,25,100,15.32,overcast clouds
528,Esmeraldas,BR,-19.7625,-44.3139,68.86,91,45,4.43,scattered clouds
529,Xiongzhou,CN,25.1167,114.3,84.88,45,32,2.68,scattered clouds
530,Kavaratti,IN,10.5669,72.642,81.27,50,100,7.52,overcast clouds
531,Lazurne,UA,46.084,32.5295,57.27,90,100,9.13,overcast clouds
532,Isla Mujeres,MX,21.2311,-86.731,75.25,82,28,2.89,scattered clouds
533,Dong Hoi,VN,17.4833,106.6,77.09,85,100,11.01,overcast clouds
534,Lodwar,KE,3.1191,35.5973,89.67,36,58,15.14,broken clouds
535,Abu Kamal,SY,34.4506,40.9171,65.73,50,97,4.76,overcast clouds
536,Jacareacanga,BR,-6.2222,-57.7528,73.71,85,74,0.98,broken clouds
537,Marktredwitz,DE,50.005,12.0811,37.96,97,100,4.0,light rain
538,Jiexiu,CN,37.0244,111.9125,53.58,55,100,9.75,overcast clouds
539,Kodar,IN,16.9833,79.9667,68.72,76,100,2.57,overcast clouds
540,Fairbanks,US,64.8378,-147.7164,15.98,88,100,0.0,overcast clouds
541,Matagami,CA,49.7502,-77.6328,5.11,92,100,11.5,overcast clouds
542,Jasper,US,37.2001,-94.3502,35.02,54,0,3.0,clear sky
543,Magadan,RU,59.5667,150.8,18.54,92,100,22.84,snow
544,Pangnirtung,CA,66.1451,-65.7125,-1.71,67,79,7.38,broken clouds
545,Saint-Joseph,RE,-21.3667,55.6167,79.18,59,8,2.24,clear sky
546,Ariquemes,BR,-9.9133,-63.0408,74.79,87,100,2.62,overcast clouds
547,Carballo,ES,43.213,-8.691,60.49,92,100,12.06,overcast clouds
548,Rossosh,RU,51.1209,38.5116,32.79,99,100,9.55,light snow
549,Gambela,ET,8.25,34.5833,87.82,43,29,2.84,scattered clouds
550,Boulsa,BF,12.6675,-0.5758,70.61,21,12,8.68,few clouds
551,Canguaretama,BR,-6.38,-35.1289,74.73,81,74,9.35,broken clouds
552,Ahipara,NZ,-35.1667,173.1667,63.86,97,100,11.63,overcast clouds
553,Gigmoto,PH,13.7796,124.39,82.76,81,84,7.96,broken clouds
554,Dukat,RU,62.55,155.55,-3.37,94,100,3.58,overcast clouds
555,Petropavl,KZ,54.8753,69.1628,6.78,92,0,11.18,clear sky
556,Namatanai,PG,-3.6667,152.4333,83.1,67,100,8.63,overcast clouds
557,Itaperucu,BR,-25.22,-49.3478,62.91,98,97,2.3,overcast clouds
558,Pringsewu,ID,-5.3582,104.9744,88.32,56,79,5.39,broken clouds
559,Bay Roberts,CA,47.5999,-53.2648,44.51,90,58,10.0,broken clouds
560,Piacabucu,BR,-10.4056,-36.4344,75.11,84,100,10.07,overcast clouds
561,Okha,RU,53.5739,142.9478,23.04,90,32,9.17,scattered clouds
562,Patillas,PR,18.0064,-66.0157,78.53,89,75,8.7,broken clouds
563,Umba,RU,66.6871,34.3429,20.91,93,87,1.97,overcast clouds
564,Paita,PE,-5.0892,-81.1144,63.18,85,1,9.19,clear sky
565,Seymchan,RU,62.8833,152.4333,-13.52,89,100,0.98,overcast clouds
566,Bayan,CN,46.0833,127.4,26.83,41,0,9.35,clear sky
567,Rexburg,US,43.826,-111.7897,12.42,68,0,5.75,clear sky
568,Cauquenes,CL,-35.9671,-72.3225,49.46,55,5,2.66,clear sky
569,Tecalitlan,MX,19.4667,-103.3,63.03,89,100,2.26,overcast clouds
570,Vestmanna,FO,62.1564,-7.1664,43.72,87,100,14.97,light rain
571,Olds,CA,51.7834,-114.102,33.85,69,100,12.66,overcast clouds
572,Hovd,MN,48.0056,91.6419,39.42,27,85,6.33,overcast clouds
573,Gejiu,CN,23.306,103.1635,64.38,61,70,6.98,broken clouds
574,Filingue,NE,14.3521,3.3168,72.16,19,23,9.55,few clouds
575,Kachiry,KZ,53.0675,76.1036,16.52,67,85,7.2,overcast clouds
576,Smithers,CA,54.7804,-127.1743,19.72,100,100,4.61,overcast clouds
577,Naspur,IN,18.8333,79.45,79.83,36,99,7.99,overcast clouds
578,Rocha,UY,-34.4833,-54.3333,64.45,99,100,7.2,heavy intensity rain
579,Poum,NC,-20.2333,164.0167,80.19,81,44,11.23,scattered clouds
580,Jishui,CN,33.7333,115.4,64.63,57,100,8.5,overcast clouds
581,Boali,CF,4.8005,18.1275,81.25,45,57,2.28,broken clouds
582,Jagdalpur,IN,19.0667,82.0333,79.75,44,95,6.26,overcast clouds
583,Chitrakonda,IN,18.1167,82.0833,77.41,61,100,2.89,light rain
584,Andenes,NO,69.3143,16.1194,26.58,80,0,9.22,clear sky
585,Canatlan,MX,24.5167,-104.7833,50.58,78,0,2.42,clear sky
586,Vung Tau,VN,10.346,107.0843,80.02,80,100,3.44,heavy intensity rain
587,Mokhsogollokh,RU,61.4681,128.9203,-14.73,98,100,2.95,overcast clouds
588,Yuzawa,JP,39.1667,140.5,55.42,79,66,1.12,broken clouds
589,Gizo,SB,-8.103,156.8419,85.1,63,5,6.26,clear sky
590,Ilo,PE,-17.6394,-71.3375,64.62,83,100,6.02,overcast clouds
591,El Castillo,MX,19.5333,-96.85,59.47,83,97,2.13,overcast clouds
592,Alekseyevsk,RU,57.8406,108.3492,10.36,93,100,1.61,overcast clouds
593,Key West,US,24.5557,-81.7826,80.6,86,100,13.8,overcast clouds
594,Aleksandrovskiy Zavod,RU,50.9237,117.9374,7.77,87,9,3.38,clear sky
595,Goderich,CA,43.7501,-81.7165,29.91,69,32,17.27,scattered clouds
596,Esna,EG,25.2934,32.554,77.11,39,32,3.56,scattered clouds
597,Sembakung,ID,3.8167,117.25,79.12,94,100,1.32,overcast clouds
598,Fergus Falls,US,46.283,-96.0776,22.26,86,40,6.91,scattered clouds
599,Acari,PE,-15.4311,-74.6158,67.3,78,100,2.01,overcast clouds
600,Kijang,KR,35.2442,129.2139,65.93,53,100,5.37,overcast clouds
601,Coari,BR,-4.085,-63.1414,76.19,79,48,0.96,scattered clouds
602,Nadadores,MX,27.05,-101.6,42.24,85,100,2.64,overcast clouds
603,Chitral,PK,35.8462,71.7858,48.56,32,5,6.98,clear sky
604,Nampa,US,43.5407,-116.5635,24.26,85,0,0.0,mist
605,Ler,SS,8.3018,30.1418,87.62,23,1,5.17,clear sky
606,Oktyabrskiy,RU,54.4815,53.471,14.88,95,73,0.18,broken clouds
607,Shihezi,CN,44.3,86.0333,41.2,68,100,5.59,overcast clouds
608,Amazar,RU,53.858,120.875,12.9,77,100,4.72,overcast clouds
609,Longonjo,AO,-12.9067,15.2533,70.66,74,100,0.83,light rain
610,Khasan,RU,42.4308,130.6434,43.65,46,7,17.29,clear sky
611,Buin,CL,-33.7333,-70.75,67.73,40,0,3.22,clear sky
612,Tabou,CI,4.423,-7.3528,76.48,86,99,3.09,overcast clouds
613,Sainte-Marie,RE,-20.8968,55.5496,82.53,67,0,11.5,clear sky
614,Barmer,IN,25.75,71.3833,82.62,16,0,7.09,clear sky
615,Hof,DE,50.3167,11.9167,39.45,94,75,13.0,light rain
616,Tromso,NO,69.6496,18.957,28.38,93,0,2.3,clear sky
617,Rocky Mountain House,CA,52.3668,-114.9188,28.51,80,100,2.3,overcast clouds
618,Zaidpur,IN,26.8333,81.3333,77.07,34,0,7.2,clear sky
619,Gumdag,TM,39.2061,54.5906,62.24,65,31,6.46,scattered clouds
620,Coahuayana,MX,18.7333,-103.6833,74.66,85,98,3.98,overcast clouds
621,Verkhnevilyuysk,RU,63.4453,120.3167,-17.73,100,65,0.76,broken clouds
622,Tuy Hoa,VN,13.0833,109.3,78.17,92,99,8.39,overcast clouds
623,Isangel,VU,-19.55,169.2667,84.31,79,5,4.61,clear sky
624,Kemijarvi,FI,66.7131,27.4306,12.58,98,63,0.4,broken clouds
625,Cabra,ES,37.4725,-4.4421,49.28,87,15,4.29,few clouds
626,Honiara,SB,-9.4333,159.95,82.0,78,48,2.71,scattered clouds
627,Zaraysk,RU,54.7653,38.8836,23.49,96,100,6.35,overcast clouds
628,Umm Kaddadah,SD,13.6017,26.6876,76.5,17,0,13.82,clear sky
629,El Alto,PE,-4.2714,-81.2147,63.54,80,4,13.24,clear sky
630,Iguape,BR,-24.7081,-47.5553,66.36,94,12,3.04,few clouds
631,Calama,CL,-22.4667,-68.9333,45.09,33,0,16.11,clear sky
632,Manokwari,ID,-0.8667,134.0833,83.43,72,25,3.27,scattered clouds
633,Tchollire,CM,8.4022,14.1698,79.05,28,5,2.55,clear sky
634,Kaseda,JP,31.4167,130.3167,68.43,65,2,5.57,clear sky
635,Bairiki,KI,1.3292,172.9752,82.4,78,40,9.22,scattered clouds
636,Strezhevoy,RU,60.7333,77.5889,-2.67,84,100,12.64,overcast clouds
637,Oyan,NG,8.05,4.7667,73.58,76,96,2.53,overcast clouds
638,Luderitz,NA,-26.6481,15.1594,69.64,56,92,13.09,overcast clouds
639,Kamaishi,JP,39.2667,141.8833,54.68,88,69,4.41,broken clouds
640,Ocos,GT,14.5094,-92.1933,75.38,87,100,4.38,light rain
641,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.59,89,100,11.52,overcast clouds
642,Gorele,TR,41.0308,39.0031,66.96,51,100,5.53,overcast clouds
643,Saint Cloud,US,45.5608,-94.1625,26.44,74,0,10.36,clear sky
644,Kahului,US,20.8947,-156.47,77.85,79,20,10.36,few clouds
645,Kualakapuas,ID,-3.0091,114.3876,89.73,56,78,4.0,broken clouds
646,Kaffrine,SN,14.1059,-15.5508,70.97,20,95,8.34,overcast clouds
647,North Platte,US,41.1239,-100.7654,15.69,57,0,6.91,clear sky
648,Namwala,ZM,-15.7504,26.4384,85.98,28,46,8.77,scattered clouds
649,Marmora,IT,44.4583,7.094,35.74,32,100,6.91,overcast clouds
650,Itarema,BR,-2.9248,-39.9167,80.1,70,95,15.26,overcast clouds
651,Ikalamavony,MG,-21.15,46.5833,77.81,55,21,11.79,few clouds
652,Novouralsk,RU,57.2439,60.0839,15.58,77,8,10.67,clear sky
653,Kamenka,RU,51.3223,42.7678,33.19,99,100,12.5,light snow
654,Mishelevka,RU,52.8575,103.1719,18.01,79,100,7.58,overcast clouds
655,Leh,IN,34.1667,77.5833,20.97,58,51,0.49,broken clouds
656,Gabu,GW,12.2833,-14.2167,65.25,46,46,1.25,scattered clouds
657,Laguna,US,38.421,-121.4238,53.01,77,0,0.0,clear sky
658,Lompoc,US,34.6391,-120.4579,52.84,50,0,10.36,clear sky
659,Bisira,PA,8.5196,-81.7115,60.01,97,100,2.39,overcast clouds
660,Tondano,ID,1.3038,124.9112,75.29,84,100,0.31,moderate rain
661,Ferkessedougou,CI,9.6,-5.2,71.55,50,48,2.17,scattered clouds
662,Evanton,GB,57.6638,-4.34,32.59,93,41,1.97,scattered clouds
663,Eyrarbakki,IS,63.863,-21.1481,39.25,87,38,12.12,scattered clouds
664,Iqaluit,CA,63.7506,-68.5145,10.13,85,100,4.61,light snow
665,Ahuimanu,US,21.4447,-157.8378,78.51,74,40,16.11,scattered clouds
666,Aasiaat,GL,68.7098,-52.8699,13.95,90,100,5.41,overcast clouds
667,Miracema Do Tocantins,BR,-9.5618,-48.3967,70.45,93,20,2.64,few clouds
668,Kaeo,NZ,-35.1,173.7833,66.33,92,100,10.65,overcast clouds
669,Villarrica,PY,-25.75,-56.4333,70.2,99,100,4.54,light rain
670,Ketchikan,US,55.3422,-131.6461,42.51,97,100,6.8,moderate rain
671,Kjopsvik,NO,68.097,16.3742,15.67,50,0,10.11,clear sky
672,Punta Alta,AR,-38.8759,-62.0736,58.53,74,0,12.28,clear sky
673,Shimoda,JP,34.6667,138.95,64.76,80,19,10.2,few clouds
674,Fremont,US,37.5483,-121.9886,56.97,57,87,6.91,overcast clouds
675,Black River,JM,18.0264,-77.8487,74.53,87,96,4.09,overcast clouds
676,Arlit,NE,18.7369,7.3853,72.21,18,15,5.19,few clouds
677,Akyab,MM,20.15,92.9,84.04,66,8,10.04,clear sky
678,Pusad,IN,19.9,77.5833,77.61,33,100,6.69,overcast clouds
679,Batemans Bay,AU,-35.7167,150.1833,65.1,40,1,14.7,clear sky
680,Bestobe,KZ,52.4994,73.0975,17.49,62,74,7.25,broken clouds
681,Wasilla,US,61.5814,-149.4394,36.93,73,0,13.8,clear sky
682,Broken Hill,AU,-31.95,141.4333,66.56,25,0,25.21,clear sky
683,Ekibastuz,KZ,51.6667,75.3667,21.22,60,79,6.26,broken clouds
684,Mizdah,LY,31.4451,12.9801,49.62,63,0,6.35,clear sky
685,Pundaguitan,PH,6.3711,126.1689,83.3,75,92,10.71,overcast clouds
686,Tecpan,GT,14.7623,-90.9947,54.9,96,100,4.74,overcast clouds
687,Lieksa,FI,63.3167,30.0167,22.12,90,91,1.86,overcast clouds
688,Tutoia,BR,-2.7619,-42.2744,78.08,82,28,12.12,scattered clouds
689,Sambava,MG,-14.2667,50.1667,82.08,67,0,9.66,clear sky
690,Kraksaan,ID,-7.7585,113.3962,85.41,67,100,3.96,overcast clouds
691,Damaturu,NG,11.747,11.9608,72.64,28,6,11.14,clear sky
692,Mubi,NG,10.2676,13.2644,77.27,22,9,4.85,clear sky
693,Callaway,US,30.153,-85.5699,42.98,61,100,11.5,overcast clouds
694,Buta,CD,2.7858,24.73,82.29,59,24,2.19,few clouds
